id,liked,personalized,song_id,spotify_popularity,timestamp,user_id
489,0,1,154183,50,2019-06-26 13:24:33,3721576
490,1,1,103204,44,2019-06-26 13:25:30,3721579
491,1,1,243018,49,2019-06-26 13:25:36,3721579
492,1,1,1786032,61,2019-06-26 13:25:48,3721579
493,1,1,4105245,29,2019-06-26 13:25:55,3721579
494,1,1,4288592,50,2019-06-26 13:26:03,3721579
495,1,1,1805858,39,2019-06-26 15:39:03,3721585
496,1,1,2813352,56,2019-06-26 15:39:09,3721585
497,1,1,243018,49,2019-06-26 15:39:18,3721585
498,0,1,172041,34,2019-06-26 15:39:20,3721585
499,0,1,4749699,8,2019-06-26 15:39:27,3721585
